Sample,Groups,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99,A100,A101,A102,A103,A104,A105,A106,A107,A108,A109,A110,A111,A112,A113,A114,A115,A116,A117,A118,A119,A120,A121,A122,A123,A124,A125,A126,A127,A128,A129,A130,A131,A132,A133,A134,A135,A136,A137,A138,A139,A140,A141,A142,A143,A144,A145,A146,A147,A148,A149,A150,A151,A152,A153,A154,A155,A156,A157,A158,A159,A160,A161,A162,A163,A164,A165,A166,A167,A168,A169,A170,A171,A172,A173,A174,A175,A176,A177,A178,A179,A180,A181,A182,A183,A184,A185,A186,A187,A188,A189,A190,A191,A192,A193,A194,A195,A196,A197,A198,A199,A200,A201,A202,A203,A204,A205,A206,A207,A208,A209,A210,A211,A212,A213,A214,A215,A216,A217,A218,A219,A220,A221,A222,A223,A224,A225,A226,A227,A228,A229,A230,A231,A232,A233,A234,A235,A236,A237,A238,A239,A240,A241,A242,A243,A244,A245,A246,A247,A248,A249,A250,A251,A252,A253,A254,A255,A256,A257,A258,A259,A260,A261,A262
K071,Control,1.96116641,1.70695861,1.43705936,1.98469477,1.253374897,1.32870335,1.139194045,1.433366653,1.628937845,1.07309943,-0.78968451,0.17303773,-2.520897108,-1.81242113,-0.50238002,-1.45469197,-1.06570282,-0.86771055,0.111851174,-1.38898915,-1.077369949,0.630136958,0.930068452,0.549584755,-0.87912731,-1.35801542,-1.29285107,-1.07602146,-1.11266457,0.564051185,-1.075627551,-1.817209,-1.65780494,-1.975064927,-0.69233772,-0.58849389,-0.304405089,-0.337619896,-0.38631189,-1.096795004,-1.02E+00,-0.849117682,-1.03247356,-1.59899377,-1.20198836,-0.71345279,-1.298284873,0.1622295,-0.44150724,-1.18062463,-1.37204432,-0.25766161,-0.88047185,-1.601248925,-0.902310895,-0.819463616,-1.24625104,-0.583279143,-0.41767237,0.046574831,-1.65521876,-1.4715057,-2.139767064,-2.301305005,-1.670220105,-1.10240946,-0.55119377,-1.171417322,-1.449218678,-1.45988466,-1.7990604,-1.58607306,0.446761935,0.092349552,1.33550358,1.57948115,1.64639018,0.15205837,0.58094803,-0.8664945,0.43851621,0.079024704,-0.17447088,0.20834825,-0.02817847,0.273332473,0.15738392,0.799451903,-1.21958542,-0.74656281,-0.81303789,0.132115702,0.58746014,1.202860794,1.073366707,-0.1522335,0.93995683,-0.016490755,0.346420801,0.259671457,-0.150361933,0.77527202,0.53765958,1.185153039,-0.52415304,0.4732806,0.815326756,-0.17223521,-0.13882669,-0.391301714,2.01460665,0.22392809,1.15890369,1.561184097,0.45552889,0.716862334,0.678254971,0.8589923,-0.023179674,-0.39108806,-0.478259659,0.168511914,-1.09364985,-1.21702885,-0.65919854,1.469189374,-1.448920197,-2.118725793,-1.07927486,0.095808661,0.72101161,0.11624036,-0.939237973,-0.7504444,-0.003317404,2.00404352,-0.38959703,-1.894490802,-1.74009152,-1.0863281,-1.090460862,1.699708451,-0.21949665,0.087663101,-0.267599963,-0.31558172,-0.588516753,-1.287100795,-0.847943948,0.6861937,0.86812007,-1.483195693,-0.2887497,-0.412086393,-0.44219671,-0.46184359,-0.919600025,0.225339623,-1.082660737,-1.36734283,-1.463482654,-1.13595425,-1.79498602,-1.54672607,-1.23760594,-0.215597282,-1.06284752,-2.174858177,-1.785599552,-1.810851747,-0.50712463,-0.840350803,0.4578753,0.03502561,-0.09357999,0.736986995,0.19468623,0.72113266,0.29954536,0.86093264,1.120317526,1.523670046,1.053777628,0.515276712,0.715820318,0.91513136,1.080406724,0.661888621,1.389961098,1.443335635,1.63356749,1.54178724,2.72471767,1.94609792,1.72992283,2.09852484,2.47E+00,2.533391061,1.636357645,2.25521779,2.259240443,2.0938875,-1.11536214,-1.11882966,-1.32188906,-0.68558685,-0.473116627,-0.213598964,-0.72714876,-1.122829921,-0.78685374,-0.25562821,0.26846519,-0.17095753,-0.97380456,-0.148652157,-0.080294419,-0.110402947,-0.33066187,0.144297919,1.019129108,0.673272038,-0.19018975,0.16796549,0.81262231,0.24508472,0.29505605,-0.156661204,-0.176463494,-0.30517561,0.247973547,-0.455792415,-0.44635269,-1.187143691,0.211330617,1.46054543,5.93E-01,0.17492867,0.654350815,0.95059158,0.590207671,0.53713941,1.11644704,-1.27837225,-0.33687633,-0.5237087,0.421363497,-0.823546719,-0.686036285,-0.408019546,0.783900795,-0.47556568,-0.567945912,-0.295676731,-1.432400057,-1.056734024,-0.529297625,-0.205724261,0.938511549,-0.35572765,-0.390362253,-0.520805421
K077,Control,0.66775274,0.260396397,-0.06761324,0.78693309,0.004191676,1.56524582,1.658621453,1.381061665,2.252548999,1.65492167,0.176808739,0.66713772,-0.80505871,-0.59885399,-0.816625564,-0.843680187,-0.58152542,-1.353963315,0.416268784,-1.03947647,-1.261223997,0.527019655,0.3869198,0.403881614,-1.16134909,-1.34040139,-1.05133061,-0.58944125,-0.79725548,0.246116366,-1.505326103,-2.23931421,-1.85538548,-1.530714994,-1.09285176,-1.232236,-1.126612864,-1.70591097,-1.32010335,-1.537658287,-2.03E+00,-1.576157667,-1.37484174,-1.81208148,-2.31814735,-1.29304407,-1.693292752,-1.76990772,-1.888206565,-1.02548291,-2.33623449,-0.56994446,-1.2076826,-2.400281209,-1.310219348,-1.25625973,-1.306099813,-1.825605875,-1.56805594,-1.147335195,-2.095237,-2.33543225,-2.061286357,-2.257767143,-1.745934306,-2.44219271,-2.27970504,-2.337852366,-2.598066703,-2.81427875,-1.95216777,-2.47375606,0.935038505,-1.458997064,1.48384698,1.59615713,1.6470545,-1.59991651,-1.3678618,-1.53071121,-1.08248553,-0.800657286,-1.02894502,-1.06354563,-1.29444706,-1.163461955,-1.30692478,-0.56680521,-0.90178107,-1.60973764,-1.52781937,-1.249720866,-0.523081765,-0.227978911,-0.11547102,-0.151608499,-1.09719949,-0.641132591,-0.774527629,-1.198500832,-2.415243749,-0.13670943,-0.95775528,0.719983221,-0.1967254,1.037925981,0.524845961,-0.11500073,1.15649811,0.655494428,1.98803224,0.92924835,1.35089642,1.735310352,1.629365,0.924436016,0.815407037,1.38828898,-1.688702957,-2.15168753,-1.681066705,-1.920849779,-1.746771147,-2.82668094,-1.97036979,-0.901111781,-1.898358925,-2.251735158,-2.82844179,-2.874505999,-2.3582005,-1.420659273,-1.849976449,-1.91032863,-2.054940185,0.23326913,-1.2718019,-2.242856144,-2.08175908,-1.90452776,-2.687441289,-0.43119097,-1.93481807,-1.485951683,-2.243387,-1.12502086,-1.592173947,-1.946845296,-2.594436382,0.14598032,-0.38869567,-1.679988173,-1.19877127,-1.838918689,-1.65919765,-1.68761,-1.152694275,-0.142828229,-1.114571183,-0.75631826,-1.220793657,-1.0994757,-0.95243562,-1.07478686,-1.23569568,-0.618357229,-0.16857705,-0.762550495,-1.455632148,-1.938238699,-0.53527676,-1.737539797,-1.47215081,0.1650586,-0.79716002,-0.856677199,-1.6678594,-0.04267599,-0.95472256,-1.6178678,-0.925303491,-0.493812428,-0.957411139,-0.941586005,-1.471853346,-0.46295784,-1.018983449,-1.278658769,0.079431486,-0.404633716,-0.11623555,-0.18972361,-0.18472429,0.05496872,-0.64150875,-0.1738368,3.58E-01,0.326033148,-0.453485488,0.25028003,0.216052435,0.66412988,-0.752476231,-1.42561052,-1.53061295,-2.86644348,-2.490617247,-2.439290596,-1.77517526,-1.650190968,-1.68325963,-2.56572078,-0.85381687,-0.95975107,-1.85960992,-1.556886744,-0.693669219,-0.488546878,-1.69342139,-2.308571735,-1.047528638,-0.51209843,-1.87870116,-2.09854358,-1.40991525,0.21864465,0.24423719,-0.975582486,-0.58126365,-0.31115759,-0.016000132,0.128665554,0.84434569,-0.472933214,-0.224230508,-0.42171055,-1.01E+00,-0.63275157,0.514750833,0.29581789,-0.263222572,-1.23979358,-0.27726241,-1.73791572,-1.1674272,-3.22231861,-3.184485377,-2.641615451,-3.430161776,-3.192883083,-1.883672279,-3.18586893,-3.136343635,-2.916768561,-3.60029137,-3.006239914,-3.462333037,-2.445967123,-1.866748431,-2.00070218,-3.23281409,-2.712874734
K078,Control,2.44589832,2.985656567,2.03549588,3.20157173,1.466405139,0.41242023,1.114309466,0.855220125,0.851864203,0.55179392,-1.096712245,0.02692381,-0.682039168,-0.7991459,-0.173840148,-1.606330938,-0.9917038,-1.263071478,0.486698178,-1.1007682,-1.71026462,0.074371086,0.589788647,-0.481848807,-1.79339569,-1.01679784,-0.35011729,-0.64173947,-0.3777271,0.760876719,-1.775012412,-1.75666952,-1.69786667,-1.337385147,-1.4576207,-1.41706043,-0.59471443,-1.294086173,-0.9684026,-2.210523242,-2.01E+00,-2.17146186,-1.38290357,-1.93140815,-1.41622322,-1.30586196,-1.919870204,-0.70055237,-1.51240786,-2.0115586,-2.04808828,-0.46858118,-1.17515345,-1.572674024,-1.119066848,-1.621327743,-1.710446801,-1.353248182,-1.73185109,-0.876038215,-2.05892133,-2.03536637,-2.024131014,-2.821434826,-1.324824943,-1.99830319,-1.70868775,-2.025154487,-2.430314191,-3.03585669,-1.99666475,-3.26424415,2.869034623,0.415962278,0.55691394,0.97515531,1.15556544,0.35377182,0.29207019,-0.57630298,0.3741125,0.284976532,0.36324364,0.34170027,-0.03268232,-0.289677873,0.2747331,0.236422403,-1.85568092,-1.74648009,-1.87256542,-0.248263528,-0.000264506,-0.359669076,0.105742016,-1.210557853,0.81904074,-0.634769264,0.518436401,0.468096912,-0.224803973,0.49488437,-0.20079835,0.867998251,-0.60816825,-0.359174282,0.813270399,-0.5424943,0.37793429,0.852473939,1.88005995,0.26009814,1.42055864,1.872644524,0.47949196,0.602894773,0.503005899,-0.05603733,-0.557254816,-1.37206372,-0.848199148,-1.464400733,-1.935588364,-1.65840249,-0.44101294,0.35837617,-1.95295853,-1.914301524,-1.96063148,-0.941011347,-0.48308399,-0.667074437,-1.115415425,-1.54322125,-0.43988524,0.93128306,-1.11475075,-1.879964395,-2.06175326,-1.19736331,-1.709670407,0.772340913,-1.48577755,-0.384024413,-1.446264313,-1.25596838,-1.359832318,-1.567525448,-2.001594922,0.12251672,0.81166593,-0.752366267,-1.14527718,-1.78445078,-2.21268327,-0.74085436,-0.911581553,-1.194594333,-1.571140971,-1.64280928,-2.053897181,-1.44281212,-2.51724555,-1.93800572,-1.62355194,-0.671352258,-1.94756021,-2.99261211,-2.259311616,-2.050293008,-0.75985058,-1.267042105,-0.55431384,0.06743442,-0.62253391,-0.046631855,-0.41159262,0.39969189,-0.85623154,0.48619235,1.213021661,0.835311159,0.483969871,-0.163997419,-0.067492771,0.93579165,0.359423961,-0.268533548,1.40976587,0.739120139,1.84740419,1.46120788,2.26884589,1.15764304,1.01593551,2.02695775,1.90E+00,0.23639354,0.646739754,2.39506165,1.718517891,1.30693198,-1.088506981,-1.3945301,-1.47264705,-1.1441317,-1.137840562,-0.910799197,-1.18076557,-1.151555598,-1.30329359,-0.81390324,-0.17060947,-0.0169815,-1.00944531,-0.815789187,0.451741875,0.172222522,-1.06571019,-0.485929285,0.341060677,0.325910553,-1.09590631,-0.31323505,0.06828729,0.83196597,1.1487207,-0.627280773,-0.357027225,-0.01505628,0.334979624,0.226149409,0.24677825,-0.558094567,0.162118075,-0.98822375,6.81E-01,-0.38484655,0.553167976,0.77501904,0.934069704,0.3898714,0.99669141,-0.59144956,-0.70474514,0.09320645,0.219519743,-1.027167788,-0.638364906,-0.539697283,0.962668372,-0.9982027,-0.499277145,-0.704904043,-0.738488886,-0.981520057,-0.924453812,-0.708741566,0.372039147,-0.87530657,-0.287670829,-0.497447789
K082,Control,0.16340345,0.097921802,0.28912769,-0.23174066,-0.192553003,1.08681737,0.925994188,1.779838402,0.9967915,0.3357052,0.683715823,1.7794776,0.486464889,0.69467818,0.485969038,-0.152854557,-0.19418071,0.218716292,-0.559657319,-0.65256678,-0.94530889,0.658281828,1.136708066,0.066700389,-1.0384013,-0.63347613,-0.22119128,-0.742988,-0.97556848,1.048929646,0.085895668,-0.587754,-0.33991815,-0.286714058,-0.01459717,0.04851722,0.767156712,0.023724965,0.52790825,-0.852127687,-1.25E+00,-0.981913036,-0.33030752,-0.80692805,-1.00468167,-0.32954211,-0.568678403,0.31820132,-0.792765586,-0.69501846,-1.34607684,0.41127779,-0.24456356,-0.865593889,-0.665814028,-0.093125007,-2.073917174,0.098374065,-0.27734047,0.439652114,-0.57438682,-0.87060001,-1.094609167,-1.607365388,-0.662807627,-1.34131438,-0.84122289,-1.388921678,-1.225722012,-0.82446175,-0.65844877,-1.17665866,0.3867128,1.101335357,1.91594839,1.00361541,1.04745944,-0.07218203,-0.05289142,-0.58845484,0.42861096,0.913164026,1.19623937,0.82347645,0.54369446,0.302859439,0.50671097,0.283649153,-1.28972954,-2.15146152,-2.14497103,-0.893853722,-1.063629427,-0.733199854,-0.074510687,-0.173061685,1.31141304,0.368377776,0.377215027,-0.020392373,-0.622186081,0.48806255,1.3737667,1.576977993,0.12560096,1.08206184,1.772061489,0.94819362,0.64495734,0.966097289,1.97204271,1.00481768,0.67703607,1.955579562,0.66100264,0.761180231,0.866918417,0.52179468,0.310022011,-0.46564666,-0.076612339,-0.320763849,-1.14786174,-1.54795538,-0.15684654,0.91956207,-1.71696434,-2.050170966,-1.36242174,-1.251186271,-0.41839229,0.161127669,-0.42301145,-0.46875514,-0.789392228,1.59571203,-0.48560005,-1.756449475,-1.45036202,-1.781938,-1.333049432,0.791480672,-0.4255835,-0.717305974,-1.053145523,-0.49242834,-0.840399881,-2.284908384,-1.842168767,0.91611965,0.39341418,-1.566192242,-1.11528031,-1.625165346,-1.59112904,-1.56239659,-1.655994101,-0.960902839,-1.441560588,-1.17649642,-2.257624521,-1.62807754,-2.38190432,-2.20161188,-2.2359066,-0.847811033,-1.6189926,-2.627969798,-2.749098066,-2.344439382,-0.79708892,-0.869538751,-0.11020331,-0.42714433,-0.07847863,-0.70871431,-0.2702367,-0.31781991,-0.77910134,1.83915422,3.205466572,1.664994038,1.816688075,2.632603283,0.835139316,2.76402212,1.937455741,0.339461307,2.171536514,1.459563126,3.79936467,3.33661337,1.54310545,2.5774085,2.32375459,3.40254897,2.40E+00,1.715183828,1.357672989,2.60341059,2.689486672,1.69832237,0.296649741,0.08917802,-0.22856637,-0.77668526,-0.307227065,-0.53849008,-0.53690009,-0.808950929,-1.19299524,-1.54074719,0.15932676,0.54926444,-1.36941894,-0.945127337,0.736791592,-0.125043505,-1.70507596,-2.027446986,-0.796373351,-0.419040453,-1.87226767,-2.31688586,-1.35103049,0.44647591,0.24623092,-0.532204288,-0.558369223,-0.82615839,-0.274668921,-0.133636662,0.05763717,-0.276356443,-0.735005897,-0.96172172,-7.97E-01,0.06394122,0.731352965,-1.03639419,-0.818467342,-0.96772103,-1.08205317,-0.38346809,0.72946775,-0.25796151,-0.092092796,-0.818003249,-0.337456957,-0.024070205,1.782878229,-0.50501833,0.110273783,0.020235866,-0.191204122,0.355491054,-0.400671647,0.287468565,1.812106413,-0.49248668,1.14596989,1.139586937
K087,Control,0.30156044,0.943930923,0.96252975,0.21374668,0.278935932,1.28347,1.265442517,1.27785618,0.555579776,0.78471398,-0.064822314,0.53039083,0.662640941,0.48469803,0.401202843,-0.776867462,-0.7464303,-0.329442229,-0.660397482,-1.36000261,-1.076543374,0.316989832,0.428849819,0.005157977,-0.96686076,-0.53600761,-0.81009832,-1.2739236,-0.85541017,0.045229107,-0.043201085,0.8362091,0.79155695,0.916530229,-0.70000104,-0.53751625,0.136418403,0.474058227,0.28051905,-0.932702635,-9.13E-01,-1.052007183,-0.4802542,-0.92984667,-0.4232137,-0.39052229,-0.15823101,0.63617109,0.433530435,0.1423166,-0.15256148,-0.20643281,-0.03341106,-0.490131955,-0.642365257,-0.181324172,0.105546158,-0.898861236,-0.99326205,-0.467954646,-1.14928344,-1.26370574,-0.679858191,-1.148126788,-0.596975939,-1.315101,-1.24574899,-1.088548487,-1.308058521,-0.97254998,-1.59170298,-0.90612764,0.827441336,0.19078011,0.2025888,0.0899399,-0.11956371,-0.76758053,-0.9834566,-0.99658552,-0.51197212,-0.769683763,-0.56837189,-0.61002043,-0.81852421,-1.862618259,-0.66378375,-0.508567916,-0.13871381,0.17239216,0.3732131,1.312092947,0.928461028,0.79868746,0.511527728,0.082831655,0.29470137,0.112595694,0.98556858,1.195826271,-0.31564426,1.41967552,0.14181625,0.988998295,0.34424741,0.263163759,0.845303351,0.34556335,0.22862206,0.869677604,1.99918031,-0.03964788,0.73090708,1.669127974,-0.45582763,0.034529861,0.818640935,0.85487844,-0.926073057,-0.83099997,-0.809371013,-1.03987363,-1.198685618,-1.33184884,-0.6991197,0.665294022,-1.524831944,-1.032615231,-1.24388381,-0.949070591,-0.40628785,0.171891088,-0.118641093,-0.4646445,-0.991904176,0.85218641,0.36607466,-0.533355661,-0.93547848,-0.93143887,-0.980719858,0.416896782,-0.51263057,-0.442018378,-0.654625268,-0.20175389,-0.234908677,-1.386688659,-0.522692402,0.19144649,0.56106851,-0.299487369,-0.08887383,-0.490170313,-0.40837402,-0.59544013,-1.754260487,-0.607826915,-1.509828784,-1.13779183,-1.427084509,-1.61053714,-0.64181087,-1.29654449,-1.55805962,-0.627163423,-0.60468964,-1.519780727,-1.761670672,-2.10482122,-1.56808598,-0.708907848,-0.83102664,-0.72503333,-0.83854798,-0.914926079,-0.3794323,-0.89892134,-1.060296,-0.75177913,0.475342485,0.280259906,-0.592282954,0.000160046,-0.199208149,0.01440053,-0.928526956,-0.43717204,-0.093652403,-0.225245757,0.53765187,0.2629583,0.1483794,0.43010659,-0.1575642,0.99871104,1.20E+00,0.383059636,0.416308594,0.86218123,0.856613487,0.70963363,1.364400778,0.90484371,0.40913187,1.52492643,1.211275557,1.166069358,0.54418412,0.505898857,0.15789346,0.83737229,1.34181062,1.69769887,1.06370743,0.003663112,1.760176162,1.285879091,-0.13206345,-0.016970012,0.045751926,0.494663738,-0.32258137,-0.43174503,-0.45130761,1.73951519,1.85609473,0.038307151,0.200605731,-0.15435926,-0.005960469,-0.198036578,-0.76837892,-0.129475919,-0.528868214,-0.83848927,-8.77E-02,-0.35352477,0.419742849,-1.17458195,-1.048067319,-0.58507189,-1.31359652,-0.81225931,0.88575507,-1.16710419,-1.508310602,-1.406848693,-1.766150033,-1.358518282,-2.336206011,-1.8516598,-1.448062973,-1.884108609,-0.431124476,-1.059701403,-1.090698673,-1.871091933,-1.317106585,-3.23806443,-1.726445349,-1.979395386
K089,Control,-1.17003166,-0.519235508,-1.19195758,-0.97685244,-1.292518176,1.95491726,2.169704152,1.394147813,1.705364052,2.29130248,0.044538343,0.76235419,1.047164179,1.28405809,1.022193206,0.848002447,-0.27460409,-0.902941666,0.247743292,0.29362741,-0.576197004,0.841978386,0.599820924,0.201919716,-1.74106493,-1.07960019,-0.66633018,-0.67554264,-1.59504609,1.242634563,-0.259426511,-0.28416117,0.10046415,0.392283319,-1.13728096,-1.0360373,-0.655906337,0.744852514,-0.78246213,-1.362089499,-1.39E+00,-0.631780439,-1.01053623,-0.78589417,-1.17049436,-0.99076592,-0.432376582,-0.30988838,-0.64374714,-0.43501161,-1.54572331,-1.21958204,-0.95587362,-2.263190955,0.278853773,-0.617293525,-0.842904168,-0.844926978,-1.23174835,-0.4036227,-1.39423293,-1.06602877,-1.153576645,-0.970625811,0.223204163,-1.64670275,-1.74761031,-1.853467621,-1.373825265,-1.45371553,-2.29590672,-2.65033778,2.572293943,1.876461495,-0.15263793,-0.04282293,-0.09527559,0.24109601,-0.72688515,-0.92072934,-0.70601331,-0.029805417,-0.24242699,0.67497075,0.50418426,-0.797709078,-0.25726753,0.57212498,-1.14190964,-0.60218837,-0.4626238,0.291452924,-0.082196087,-0.505539923,-0.186021159,0.994083811,2.02839736,1.729642371,2.925676053,2.26588961,1.94986852,2.77499801,0.92509905,1.072348995,0.27099506,0.316488977,0.540005477,1.21856839,1.21503768,1.486727017,2.17006547,1.97234229,0.92194223,2.049066093,1.74614562,0.836439124,0.236148975,1.38141488,-0.081265364,0.08467444,-0.699824362,0.340145695,-1.489652838,-0.44017481,-0.23833241,1.377883974,-1.545593209,-1.234566136,-1.08182387,-0.497509288,-0.29887601,-0.827715776,-0.576312142,-0.7662113,-1.612439375,1.85630811,-0.26765995,-0.740996489,-0.81784856,-2.03466124,-2.465239846,1.344547955,-0.94276476,-2.091637029,-1.797969437,0.77946762,-0.247090455,-1.954553505,-1.635456077,1.19642635,0.30468647,-3.418059501,-1.68566782,-1.186957308,-0.2327356,-0.38782212,-1.062172412,0.760539134,-0.743247139,-1.07120008,-1.450079245,-1.34937774,-1.12980746,-0.90840847,-1.60590762,-0.894085127,-0.3717686,-1.249181265,-1.820591663,-2.127699018,-0.47651511,-0.638450065,-0.77313438,0.70146224,-0.14088567,-1.083833999,-1.85161761,-0.70017813,-1.11280519,-0.18127672,0.631208299,1.347997935,0.70327618,0.306633687,0.764174804,-0.39988448,-0.656500032,-0.894007447,-0.275785798,0.484115755,1.00951373,0.96652423,2.09978202,1.61457404,0.33328902,1.81129865,2.24E+00,1.05235925,1.336887193,0.98053424,0.414366256,1.87251652,0.730142033,0.24308768,-0.09336199,0.5898451,-0.031585617,-0.006999689,-0.36840596,-0.422243082,-0.4544116,-0.05298772,-0.24987968,0.18388014,0.03911576,-0.992412156,0.87130879,0.240832401,-0.96514404,-0.95777912,-1.396440035,-0.689457831,-1.44224026,-1.2233975,-1.4076654,1.43016071,1.32143349,-0.590557455,0.005638649,0.11093821,0.495118988,0.349587283,0.18500528,-0.168965986,-0.415717945,-1.00111986,-2.20E+00,-1.34543004,1.636810269,-1.32492282,-0.65710891,-1.7017921,-1.56430571,-1.74093933,0.21411536,-0.56414189,-1.018061628,-1.045624575,-0.790969995,-1.452368848,0.132236144,-0.4073112,-0.240603206,-0.967053927,0.81014787,-0.061022416,1.445506836,1.024796077,0.327561894,0.42374256,0.963278082,1.104461649
K091,Control,2.01524368,1.529459359,1.1027729,1.80683258,1.317763939,-0.20948072,0.551319804,-0.031987654,0.085156706,0.86491505,-0.837690334,-0.50154642,-0.741461788,-1.22699278,-0.642309446,-1.582955968,-1.08494626,-0.641968842,-0.082565696,-0.8727314,-1.138129175,0.467085947,0.665011007,0.716654901,0.18627784,-0.20429182,-0.36844908,-0.77546285,0.2353983,1.056371973,0.166016842,-0.70153886,-0.76345529,-0.763706517,-0.0117672,-0.02817167,-0.175363198,0.532090748,-0.08446826,-0.311079947,-9.58E-01,-0.413607017,-0.04030852,-0.91373087,-0.96203651,0.35285495,-0.278191739,0.86464833,0.717190836,-0.18260798,-0.38436103,1.14510928,0.70854256,-0.455071633,-0.376477808,0.073977245,0.288628145,-0.459040696,-0.22302942,0.102653776,-0.97901921,-1.41793605,-1.444228398,-1.71310655,-1.591206706,-1.21971123,-0.59784168,-1.476659419,-1.448624689,-0.84699285,-1.3929145,-1.21921367,1.922020186,0.140561413,1.14881784,2.04140491,2.13760491,-0.67938807,0.14082245,-0.57615611,0.43083531,-0.331484949,-0.5811449,-0.62383079,-0.96813703,-0.241933564,-0.73735651,0.696164978,-0.97757966,-0.88441537,-1.28787827,-1.507034469,-0.469764175,0.221362678,0.453530207,0.904801197,0.79507067,1.358083741,0.347401291,0.163087388,-0.545155072,1.46280606,-0.23234514,-0.052073892,-0.90832147,1.146440569,-0.341318917,-1.0120228,0.06151834,-0.062271566,2.04005096,0.40705117,0.88687098,1.712358137,0.19878307,0.927989841,1.160079591,0.76284312,-0.636332777,-0.38844036,-0.611993521,-0.330119881,-0.199588479,-1.56344539,-1.25181223,0.450794554,-0.738132883,-1.374170831,-1.08462122,-1.29713716,-0.48645847,0.28812787,-1.037056222,-1.00908443,-0.973430527,0.96016362,0.17983795,-1.467388462,-1.36618318,-0.8216129,-0.88918176,1.728595201,-1.3709189,-0.535378189,-0.883088769,0.15133604,-1.030844824,-1.634226626,-0.618157878,0.33302746,0.48605543,-0.528654812,-0.64734369,-0.558320459,-0.51475987,-0.40179278,-0.486881962,0.263025852,-0.900749993,0.36238541,-1.326839324,-0.03542488,-1.68898872,-0.82376634,-0.44533716,-0.115466245,-0.49455531,-1.828015439,-1.368207452,-1.753247134,0.29581998,-1.257061167,-0.40883532,0.38658247,-0.98294398,-0.453591426,-0.08198137,0.45718366,0.22869289,0.11585867,0.242248533,0.767092256,0.698289801,0.321110303,1.088596235,0.44338559,-0.207536998,0.43441617,0.681072928,0.507458573,0.36753334,0.81686417,0.90270678,1.24276487,1.15121205,0.6281924,1.09E+00,1.383684136,1.426161733,0.71300727,1.051969014,1.96670897,-0.013493325,-0.38800792,-0.57747926,-1.70941301,-1.688466151,-1.230485125,-1.07646791,-0.719714486,-1.44948285,-2.72164887,-0.25699921,0.20070448,-1.55388909,-1.003361103,0.105047181,0.01941769,-1.42545804,-1.440514176,-0.174407584,-0.062507254,-0.68873702,-1.2385617,-0.18952974,0.49803724,0.55166235,-0.746736235,-0.386911697,-0.42637781,0.207962804,-0.893019811,0.45229799,-0.073004871,1.243723043,0.78683039,5.27E-01,-0.06129223,1.517890688,0.88491522,-0.230057059,0.08709371,0.42675935,-0.6648973,0.67456671,-0.7997103,0.123785347,-0.96420149,-0.343884836,-0.177373878,0.283899962,-0.23398057,-1.057416281,-0.289336387,-0.611339899,-0.714947995,0.108703432,-0.080655741,0.420597128,0.32215108,-0.001583423,1.224545232
