FA 18:1,FA 18:2,FA 18:3,FA 20:4,FA 22:6,LPC O-16:0,LPC O-16:1,LPC O-18:0,LPC O-18:1,LPC O-18:2,LPE 16:0,LPE 17:0,LPE 18:0,LPE 18:1,LPE 18:2,LPE 18:3,LPE 20:3,LPE 20:4,LPE 20:5,LPE 22:4,LPE 22:5,LPE 22:6,LPE O-16:1,LPE O-18:1,LPE O-18:2,LPE O-20:1,LPG 18:1,LPG 18:2,LPI 18:0,LPI 18:1,LPI 18:2,LPI 20:3,LPI 20:4,Hex2NeuAcCer 34:1;O2,PE 34:1,PE 36:1,PE 36:2,PE 36:3,PE 36:4,PE 36:5,PE 37:4,PE 38:2,PE 38:4,PE 38:6,PE 40:6,PE 40:7,PE O-16:1_18:1,PE O-16:1_18:2,PE O-16:1_20:4,PE O-18:1_16:0,PE O-18:1_18:1,PE O-18:1_18:2,PE O-18:1_20:4,PE O-18:1_22:6,PE O-18:2_18:2,PE O-18:2_20:4,PE O-35:2
3.1178,2.3772,-0.1621,0.8823,2.0066,-0.1986,-0.2166,-1.2878,-0.5143,-2.2543,1.5741,-1.9492,0.7916,0.8359,1.2647,-2.1687,-0.7027,1.3719,-1.0818,-1.7286,-0.5055,1.7969,-1.4415,-1.2883,-2.2103,-1.7791,-1.5947,-1.9537,-0.2129,-0.376,-0.4488,-0.9313,0.1422,-0.2592,0.9293,0.9913,2.2341,1.1836,1.335,-1.0416,-1.7191,-1.9504,1.9151,1.8481,1.5252,0.4868,0.3337,0.461,1.9399,-1.6119,0.4207,2.0269,2.914,1.762,0.5941,1.9167,-1.9466
3.2365,2.7279,0.0677,1.1597,1.7262,1.448,2.0967,-0.1895,1.0386,-0.7664,2.3533,-1.6869,1.6888,1.2809,2.1432,-1.2538,-0.3757,1.7071,-0.9844,-2.0187,-0.4577,1.3916,-0.4247,-0.0151,-1.1921,-1.4958,-1.4126,-1.8837,0.9333,0.2222,0.0199,-0.6518,1.0596,0.4207,0.6668,1.0822,2.5373,0.9421,1.1162,-1.2478,-2.0331,-1.9946,2.3218,1.5309,1.1802,-0.3358,1.1443,1.8442,3.694,-1.027,1.6836,4.2116,5.5393,2.8109,2.1324,2.7648,-0.9989
2.0774,0.7626,-1.6506,0.3371,0.2454,0.3613,0.9109,-0.7568,-0.7261,-1.9653,2.3797,-1.5608,1.3624,1.1513,2.3585,-1.2354,0.0684,1.8507,-0.58,-1.2098,-0.0609,0.892,-1.0756,-0.8141,-2.0221,-1.6185,-1.3482,-1.8928,0.1912,0.1153,-0.1267,-0.8082,0.1241,-0.3643,1.1605,1.0604,2.601,1.0818,1.4158,-0.4931,-1.6569,-2.4559,2.2232,1.0841,0.6197,-1.4938,0.3856,0.6295,1.713,-1.4747,0.5511,2.3012,2.8323,0.6005,0.667,1.6969,-1.7631
2.1426,0.5885,-1.5067,0.3607,0.8931,0.931,0.7678,-0.4713,-0.015,-2.2318,1.7592,-1.7746,1.1643,1.2339,2.0824,-1.5731,-0.4208,1.7414,-0.9583,-2.0561,-0.6548,1.2884,-1.0474,-0.8845,-2.0221,-1.6374,-1.2357,-1.892,0.1912,0.6295,-0.0446,-0.5788,1.0044,-0.107,0.461,1.1776,2.2524,0.8838,0.6334,-1.5045,-2.6473,-2.6199,1.8304,0.63,0.344,-1.9023,0.1381,0.416,2.0263,-1.6247,0.1407,1.7775,2.9251,1.3031,0.6143,1.754,-2.049
2.2577,0.4116,-1.6767,0.2303,0.7947,0.1606,0.3805,-0.8779,-0.7978,-2.3505,1.6387,-1.8596,1.0424,1.39,2.1139,-1.4056,-0.2359,1.8681,-0.6825,-1.9597,-0.4261,1.452,-1.3393,-0.9462,-2.1534,-1.6639,-1.2104,-2.0395,-0.0837,0.7643,-0.0915,-0.3776,1.1083,-0.6567,0.1872,0.8422,1.9298,0.5265,0.3988,-1.6065,-2.8508,-2.547,1.5955,0.6876,0.2282,-1.6084,-0.2353,-0.1789,1.1538,-1.8183,0.0958,1.4361,2.3533,0.9547,0.0588,1.279,-2.4064
3.3997,2.6428,-0.554,0.4219,-0.0901,0.2643,0.2614,-1.003,-0.2232,-2.0821,1.3782,-2.0276,1.1964,1.1317,1.9939,-1.8801,0.1522,2.0766,-0.5198,-1.1017,0.2682,1.0645,-0.8861,-0.7425,-1.381,-1.8127,-0.9182,-1.4908,0.3847,0.5191,-0.0141,-0.4396,1.0744,0.0198,0.6753,0.8814,2.3052,0.7093,0.8694,-1.3617,-2.2532,-2.5121,1.9725,0.7997,0.564,-1.8357,0.3404,0.6362,1.8549,-1.4411,0.5695,2.6474,3.1087,0.9408,0.798,1.8503,-2.0757
2.6154,2.4243,-0.1621,0.5306,0.5628,0.7493,0.9699,-0.4509,0.5205,-1.8449,1.7334,-1.7575,1.3115,0.8082,1.7584,-1.0461,-0.8226,1.5587,-1.0818,-2.3349,-0.8032,1.565,-0.4552,-0.4498,-1.3966,-1.4849,-1.6057,-1.6793,-0.2207,-0.8861,-0.2977,-0.9278,0.3665,-0.4622,-0.0666,0.2872,1.7725,0.275,0.576,-1.9137,-2.6217,-2.852,1.9448,1.056,0.893,-1.2727,-0.5822,-0.4566,1.384,-1.9838,-0.7966,0.7357,2.1921,1.0442,-0.2445,1.3157,-2.9353
2.4423,1.258,-1.4172,0.0491,0.589,0.9586,1.2059,-0.1907,0.7782,-1.6582,2.3621,-1.8407,1.5195,1.3225,2.6233,-1.3553,-0.2207,1.848,-1.025,-1.9112,-0.4449,1.3634,-0.9125,-0.4775,-1.7883,-1.3786,-1.0556,-1.6598,0.6875,0.5474,-0.1063,-0.4746,0.7085,0.2174,0.8342,1.3401,2.9183,1.4415,1.2105,-1.1809,-2.4233,-2.1552,2.1418,1.1793,0.8038,-0.7788,0.4688,0.6756,1.9288,-1.4941,0.7955,2.9035,3.3522,1.7306,0.9366,1.8735,-1.804
3.0444,2.3961,-0.2772,1.0804,1.8346,0.0778,0.0298,-1.1376,-0.3647,-2.3105,2.1591,-2.2654,1.4065,1.0248,1.9697,-1.0401,-0.2336,1.5379,-0.4967,-1.6856,-0.3805,1.4725,-0.865,-0.75,-1.6717,-1.733,-1.378,-1.7713,0.1543,0.1697,0.2161,-0.9156,0.3588,-0.4172,1.1873,1.5406,2.8133,1.0574,1.3009,-0.5115,-2.445,-1.5218,2.2852,1.5356,1.4477,-0.6682,0.2566,0.5613,2.5001,-1.502,0.3422,1.9997,3.6149,1.426,0.7616,2.0515,-2.0634
4.0743,2.9411,-0.1656,1.2589,0.9604,-0.2995,-0.1653,-1.3803,-0.4067,-2.3494,1.8708,-1.9464,0.9594,0.8803,1.2754,-2.2495,-0.6286,1.7399,-2.3227,-1.3533,-0.1751,1.5891,-1.5464,-1.2818,-2.1266,-1.834,-1.3986,-1.9203,0.2276,0.2562,0.277,-0.5052,1.2288,-0.2927,1.4402,1.1085,2.524,1.4155,1.8808,-0.895,-0.8748,-1.256,2.6007,2.0016,1.8283,0.806,0.1632,0.0395,2.1436,-1.6794,0.0489,1.3089,2.9084,1.4391,0.3296,1.8923,-2.3005
2.3224,1.1971,-1.409,0.5652,1.9818,1.2614,1.317,0.0682,1.0652,-1.4601,2.647,-1.4544,1.6088,1.1501,2.4321,-2.2777,-0.3283,1.9732,-0.9228,-1.5267,-0.2965,1.8651,-0.7008,-0.2343,-1.4657,-1.3372,-1.2617,-1.8242,0.1167,-0.2744,-0.2916,-0.7465,0.7449,0.9464,0.3056,0.6898,2.4758,0.7671,0.8419,-1.6113,-2.4233,-2.6199,2.0495,1.2468,0.9735,-1.0103,0.2784,0.7269,2.1362,-1.3816,0.5695,2.8405,3.8396,2.1638,1.1609,1.9994,-1.804
2.4518,2.2174,-1.3694,0.4368,1.1466,0.0297,-0.0171,-0.8631,-0.9178,-2.3583,1.0305,-1.9056,0.8687,1.028,2.0546,-2.4195,-0.4453,1.5919,-1.216,-1.9112,-0.4838,0.9419,-1.2333,-0.8425,-1.9922,-1.6753,-1.3547,-1.7818,-0.3519,-0.4793,-0.2432,-0.8798,0.4775,0.2499,0.1033,0.9053,2.3137,1.0878,0.61,-1.3834,-2.3605,-2.5951,1.8062,0.3428,-0.0151,-2.1296,0.0945,0.4236,1.9673,-1.4303,0.3998,2.1583,3.559,1.5777,0.5736,1.6733,-1.9326
2.2648,1.1659,-0.9848,0.2217,0.5429,0.2643,0.6676,-1.003,0.1581,-1.7784,1.9548,-1.7746,1.112,1.0264,1.8577,-1.5048,-0.4316,1.3533,-0.7286,-2.2109,-0.8693,1.2335,-1.1467,-0.9193,-1.7824,-1.7112,-1.5776,-1.9669,-0.0353,0.0199,-0.4663,-0.8782,0.0871,-0.8309,0.9526,0.9415,2.3137,0.8609,1.1234,-0.8994,-1.9658,-2.547,1.9892,1.3378,0.9798,-0.8219,0.4042,0.7014,1.8894,-1.5723,0.5573,2.3132,2.8839,1.3488,0.8571,1.8359,-1.7131
1.8716,0.6909,-1.393,0.3528,0.9451,0.7244,1.078,-0.5444,0.2935,-1.5517,1.3434,-1.8407,1.0158,0.9169,1.6583,-2.3465,-0.4958,1.6445,-1.1482,-1.6962,-0.5055,1.1575,-1.0558,-0.8302,-1.6408,-1.683,-1.4197,-1.9146,0.0298,-0.2842,-0.4582,-0.9508,0.4341,-0.0407,-0.4573,-0.0192,1.3482,-0.1634,0.2569,-1.9989,-3.0975,-3.6545,1.5299,0.4275,-0.123,-2.2347,0.2926,0.4008,1.878,-1.4785,0.5511,2.1647,3.5161,1.5055,0.8454,1.8477,-1.7294
1.9575,1.0141,-1.8316,-0.399,-0.5538,0.1335,0.0974,-1.068,-0.2913,-2.2483,0.9914,-1.9893,0.9294,1.23,2.1194,-1.784,-0.2997,1.7414,-0.948,-1.3682,-0.1112,1.2335,-0.9346,-0.8974,-1.7036,-1.6753,-1.3482,-1.8844,0.3074,0.3853,-0.1289,-0.6114,0.8037,-0.4745,0.3778,1.0954,2.2079,0.5488,0.4978,-1.8554,-2.8192,-2.7376,1.7295,0.3232,0.1967,-2.6867,-0.2458,-0.1364,1.1181,-1.7924,-0.2797,1.0861,1.9937,0.5445,-0.0856,1.1618,-2.2564
1.8693,0.7943,-0.9848,-0.2198,0.5294,0.2643,0.6676,-0.7212,0.0795,-1.5609,1.984,-1.8533,1.3574,1.3535,2.6732,-0.7542,-0.2777,1.8274,-0.9253,-1.572,-0.0956,1.4956,-1.053,-0.7671,-1.7765,-1.618,-0.7968,-1.527,0.7398,0.3698,0.369,-0.5574,0.9366,0.5816,0.7164,1.281,2.9009,1.5131,0.8959,-0.9633,-2.784,-1.8468,2.0263,1.1934,1.0581,-0.8467,0.1549,0.4757,1.5617,-1.5736,0.3123,2.3162,2.7814,1.6576,0.667,1.6341,-2.2523
4.7813,4.0568,0.4214,1.9272,2.0472,0.6863,0.5555,-0.5365,0.2261,-1.8833,1.1818,-1.9752,1.0879,0.7327,1.6143,-2.486,-0.2548,1.9884,-0.4138,-1.6197,-0.3383,1.7153,-1.0958,-0.6441,-1.6308,-1.7226,-1.0722,-1.7787,0.3931,0.1874,0.1438,-0.5233,1.0695,0.2893,-0.5438,-0.2023,1.3061,-0.6854,0.4292,-1.8022,-2.7275,-4.4362,1.5898,0.6993,0.6049,-2.0487,0.4856,0.6626,2.5664,-1.2895,0.8105,2.4675,3.9388,1.7464,1.2474,2.3219,-1.6306
3.0762,1.9524,-0.7654,0.7771,0.3946,0.5035,0.891,-0.6225,-0.6964,-1.5702,1.2063,-1.81,1.1191,0.8781,1.4353,-2.4975,-0.5175,1.9589,-0.79,-1.2356,-0.1896,1.0686,-1.0146,-0.6913,-1.7883,-1.617,-1.2357,-1.833,0.2366,-0.3473,-0.4249,-0.7708,0.8548,0,-0.2035,0.1802,1.4621,-0.3196,0.6147,-1.7963,-2.4897,-4.0907,1.9012,0.5385,0.2047,-2.5126,0.4103,0.2646,2.042,-1.2746,0.6851,2.0303,3.559,1.2221,0.3923,1.9311,-1.7574
2.7243,2.2475,-0.9614,0.4068,0.7776,1.2614,0.9893,-0.0458,0.7782,-1.8964,2.2415,-1.4112,1.2331,1.3156,2.5003,-1.5482,-0.1056,2.001,-0.3042,-1.5048,-0.0514,1.4491,-0.9076,-0.4046,-1.9922,-1.4671,-1.3747,-1.8588,-0.0691,-0.1744,-0.4408,-0.9036,0.3818,-0.0884,0.1951,0.5236,1.8202,0.5322,0.5141,-1.4879,-2.7002,-3.2331,1.4266,0.4102,-0.1037,-2.3203,0.0945,0.5752,1.4478,-1.5222,0.4344,2.5453,3.1927,1.4358,0.6009,1.686,-1.7631
3.0227,2.1631,-0.3776,1.634,2.4765,0.5599,0.7748,-0.5762,0.2067,-1.808,2.2097,-1.9192,1.3705,1.0132,1.8071,-1.8088,-0.3967,1.8695,-0.7452,-1.6003,-0.1386,1.8215,-0.7637,-0.4227,-1.5725,-1.5998,-1.1832,-1.8844,0.0199,-0.3987,-0.681,-0.6831,0.7863,-0.582,0.4205,0.7576,2.055,0.419,0.9613,-1.2137,-2.6734,-2.1297,2.2905,1.3,1.1875,-0.7088,-0.008,0.1427,2.2839,-1.6799,0.1319,1.6216,3.6966,1.7174,0.4892,1.8948,-2.2098
1.688,0.4424,-1.3579,0.2887,1.9623,0.3769,0.9764,-0.7138,0.1678,-1.7273,1.8053,-1.7297,1.1443,1.0963,1.9774,-1.7186,-0.3954,1.7039,-0.3915,-1.5311,-0.2384,1.5944,-0.9028,-0.7481,-1.6613,-1.5813,-1.4233,-1.8867,0.3847,0.314,-0.1021,-0.8082,0.5607,0.0773,0.1872,0.395,1.7601,0.1477,0.5908,-1.2701,-3.1312,-3.5006,1.5094,0.9261,0.3902,-1.7913,0.121,0.2895,1.6058,-1.4785,0.2658,1.8877,2.7515,1.6851,0.5319,1.6985,-1.9608
1.5428,0.266,-1.8316,0.0297,1.1997,0.792,1.1213,-0.6584,-0.6717,-1.6947,2.0464,-2.2362,1.2251,1.1889,2.1183,-2.0773,-0.5987,1.7197,-0.7922,-1.5091,-0.647,1.1687,-1.1076,-0.8425,-1.8814,-1.6012,-1.2049,-1.8242,0.6419,0.416,-0.3146,-0.8019,0.866,-0.2417,0.3588,0.737,2.0595,0.3532,0.7605,-1.3233,-3.2843,-3.0885,1.7943,0.8257,0.4401,-1.5225,0.2566,0.3776,2.3314,-1.5263,0.2092,1.9374,3.3829,1.6659,0.9086,2.0976,-2.1378
2.6196,1.982,-0.489,0.7031,0.8824,0.8454,0.5708,-0.4951,0.197,-1.9031,1.9645,-1.7027,1.4275,1.327,2.1507,-1.0491,-0.2219,2.1719,-0.0576,-1.3948,0.0392,1.6812,-0.8674,-0.6038,-1.7942,-1.5276,-1.5353,-1.9477,-0.1375,-0.2147,-0.1506,-0.5721,0.8209,-0.1372,0.3458,1.1213,2.3469,0.9698,0.912,-1.0885,-2.4784,-1.9504,2.1147,1.0925,0.868,-0.8878,0.3793,0.461,2.2515,-1.5222,0.5756,1.9722,3.5871,1.601,0.7677,2.0504,-1.9825
3.1178,1.5836,-0.6476,0.9761,1.2722,0.2643,0.4377,-0.6725,-0.1233,-2.2979,2.4492,-1.3998,1.3237,0.9351,1.125,-2.3566,-0.4522,1.4321,-1.4568,-1.4919,-0.0336,1.4131,-0.5715,-0.5459,-1.4615,-1.5227,-1.4341,-2.0061,0.4922,0.0297,-0.4368,-0.7435,0.2875,0.0393,1.6667,1.552,2.6661,1.5502,2.0723,0.01,-0.2311,-0.7719,2.7079,2.2195,2.1351,0.8592,0.2639,-0.006,2.1062,-1.6472,0.3273,1.4272,2.9874,1.7227,0.4303,1.8117,-1.9053
1.6367,0.2575,-1.284,0.6192,1.2805,1.2661,1.2939,-0.2688,0.3604,-1.6083,2.8988,-1.6765,1.667,1.4886,2.6792,-0.1324,0.6164,2.5109,0.728,-0.3416,0.7145,1.9703,-0.6267,-0.3623,-1.4913,-1.5227,-0.9944,-1.7016,0.3677,0.7078,0.2072,-0.4533,1.0348,0.3998,0.7283,1.1893,2.4099,0.7967,1.1329,-0.3918,-2.3008,-2.1901,2.1484,1.1089,0.6534,-1.3988,0.5074,0.801,2.7779,-1.2571,0.924,2.7558,4.1489,1.749,1.3301,2.3728,-1.6016
3.1583,2.0723,-0.3719,1.3749,2.3642,0.3769,0.6308,-0.8116,0.2454,-1.796,3.0065,-1.2826,1.6454,1.249,1.9888,-1.323,0.078,1.9395,-0.4694,-1.2789,-0.1282,1.6861,-1.1017,-0.7148,-1.9704,-1.6084,-1.1285,-1.8156,0.476,0,-0.5633,-0.7601,0.6267,0.6851,1.6076,1.7497,3.0425,1.6037,1.9726,0.3093,-0.5863,-1.2256,2.7848,1.9948,1.7965,0.2859,0.6175,0.7766,2.4462,-1.1211,1.0963,3.0231,4.5921,2.0578,1.0959,2.1926,-1.3378
2.635,1.4681,-1.1172,0.5023,0.9089,0.5319,0.616,-0.648,-0.8568,-1.7218,1.0175,-2.1285,0.9139,1.0132,1.6848,-2.4747,-0.7891,1.2219,-1.6804,-2.346,-0.9376,0.7337,-1.1225,-0.9739,-1.7535,-1.7336,-1.4869,-2.0271,-0.0847,-0.2768,-0.3668,-1.0096,0.221,-0.45,-0.2693,0.426,1.8026,0.3042,0.058,-2.0863,-3.7773,-3.3062,1.4649,0.2686,-0.0472,-2.9101,0.0673,0.2049,1.3413,-1.7666,-0.2669,1.2758,2.0898,0.8234,0.3376,1.4693,-2.2636
3.8111,2.4583,0.0198,1.1934,1.8496,0.7306,0.8095,-0.3523,-0.6764,-1.7055,2.4362,-1.6663,1.678,1.3819,2.4781,-0.8051,0.1062,2.1859,0.3519,-1.2356,0.4079,2.1094,-0.9803,-0.4512,-2.0298,-1.4505,-1.1594,-1.9028,0.7472,0.7949,0.2855,-0.6142,1.0247,0.6685,0.8576,1.3734,2.5823,0.7001,1.1761,-0.5254,-2.2626,-2.3306,2.3011,1.4227,1.3691,-0.9036,0.3856,0.6161,1.8866,-1.592,0.8543,2.5834,2.9964,1.7799,0.7369,1.9862,-1.912
4.2565,3.9626,0.7206,1.5288,2.9898,1.018,1.2939,-0.4237,0.6318,-1.618,3.5386,-0.8394,1.6975,1.0296,2.1943,-1.2173,-0.0612,1.972,0.1312,-1.9456,-0.0377,2.4123,-0.575,-0.2846,-1.6358,-1.325,-1.2472,-1.8269,0.0785,-0.3473,-0.0999,-0.9472,0.4487,-0.0439,0.5101,0.5397,2.3631,0.8253,1.3403,-0.4057,-1.1845,-2.724,2.3167,1.7969,1.6557,0.0198,0.4517,1.167,2.1386,-1.3389,0.7284,2.8159,3.1761,2.3189,0.9859,2.0927,-1.5239
3.8179,2.8025,-0.5854,0.9215,0.9193,0.2475,0.4538,-0.6395,-0.266,-2.0895,1.1447,-2.3239,1.083,0.9291,1.9528,-2.3566,-0.3146,1.8302,-1.5228,-1.2721,-0.2925,0.835,-1.3209,-0.9127,-2.3984,-1.6731,-1.4987,-1.9075,0.1072,-0.2442,-0.0694,-0.3896,0.9941,-0.3897,-0.3876,0.1963,1.5919,-0.0804,0.405,-2.2141,-3.5692,-5.2178,1.5605,0.202,-0.2992,-3.4358,-0.2235,0.4903,2.1112,-1.7287,-0.2631,1.6377,2.6487,0.8183,0.2134,1.4323,-2.773
3.0762,1.9412,-0.5626,1.008,1.7982,0.1872,0.4776,-0.9511,-0.8265,-2.1595,1.3375,-2.0989,0.9475,1.1477,1.9697,-1.4056,-0.4788,1.8507,-0.6216,-2.0585,-0.765,1.8716,-1.3063,-0.8242,-2.2273,-1.6461,-1.4126,-1.8595,0.3677,0.6362,0.2511,-0.6932,0.7449,-0.2914,0.2559,0.6206,1.9076,0.4502,0.7683,-1.3336,-2.8015,-3.0173,1.8842,1.1028,0.9376,-1.1231,0.1381,0.5821,2.2115,-1.5181,0.123,2.0167,3.3829,1.7174,0.7431,2.0189,-2.3146
2.3121,1.0141,-0.8941,0.5165,0.5694,0.3846,0.8776,-0.8056,-0.8403,-1.7109,2.1637,-2.0498,1.4126,1.2999,2.2599,-0.708,-0.0992,1.8412,-0.2251,-1.7855,-0.1632,0.9899,-1.1046,-0.8425,-2.0071,-1.6284,-1.368,-1.9005,0.1728,0.4684,0.1253,-0.1285,1.475,-0.3518,0.461,0.737,2.0728,0.6814,0.7798,-1.1074,-3.3864,-2.6075,1.9386,0.5766,0.164,-1.9586,-0.1445,-0.272,1.3763,-1.8016,-0.2529,1.2129,2.1145,0.4724,-0.0242,1.4813,-2.484
1.5191,1.8343,0.0863,-0.3126,0.8556,0.2475,0.5631,-1.0054,0.3413,-1.6083,2.4963,-1.612,1.4392,1.4466,2.7818,-0.2525,-0.4717,1.6894,0.5335,-2.1344,-0.5225,1.6959,-0.9623,-0.7748,-1.6928,-1.5474,-1.368,-1.5107,-0.0712,-0.4177,0.059,-1.1009,-0.3026,0.0958,-0.059,0.6583,2.2879,1.3097,0.3343,-0.9847,-3.28,-2.2444,1.5046,0.9315,0.4757,-0.4677,0.0198,0.1874,0.8893,-1.8384,-0.1383,2.0303,1.6997,1.3418,0.6474,1.6291,-2.3991
2.6843,1.5531,-0.9928,0.6192,1.8376,0.0394,0.1257,-1.0425,-0.2253,-2.1775,0.6494,-2.4273,0.6714,0.8456,1.4621,-3.352,-1.0379,1.3197,-1.0473,-2.1782,-0.9588,1.1349,-1.454,-1.1612,-2.1181,-1.7509,-1.3353,-1.8844,-0.3664,-0.4779,-0.3037,-0.9191,0.6713,-0.0522,-0.619,0.0486,1.3036,-0.3597,-0.0633,-1.9207,-4.2967,-4.1748,1.3749,0.3032,0.0295,-2.4671,-0.2591,-0.5247,1.0953,-1.7339,-0.1159,1.0808,2.4664,1.2184,-0.0845,1.4951,-2.5433
3.777,3.274,-0.2514,0.807,0.2371,0.7738,1.2059,-0.4222,0.9047,-1.2484,1.8053,-1.8221,1.2429,1.2499,2.2504,-1.2576,-0.4047,1.5606,-1.9992,-1.9112,-0.6787,0.8105,-0.91,-0.5273,-1.5773,-1.5343,-1.483,-1.8837,-0.6786,-0.3893,-0.382,-1.1821,-0.2469,-0.5253,-0.0431,0.0099,1.6739,0.7671,0.2345,-2.1431,-3.9302,-3.2651,1.3787,0.1623,-0.6044,-2.0255,0.3536,0.5333,1.7067,-1.6467,0.3714,2.1519,2.4526,0.8931,1.0286,1.6018,-2.0125
2.6749,1.4681,-1.0062,0.4144,0.2619,0.239,0.1992,-0.78,-0.2755,-2.3169,1.6916,-1.7689,1.1511,1.2462,1.9761,-2.1774,-0.0232,1.7228,-0.7514,-1.768,-0.3116,1.0278,-1.2068,-1.0145,-2.1828,-1.619,-1.3547,-1.8733,0.2987,0.2562,-0.1354,-0.7078,0.3432,-0.2085,0.9751,1.2559,2.6661,1.2793,1.4709,-0.7418,-1.5928,-1.9797,2.3469,1.4134,1.0319,-0.9197,0.5234,0.7457,2.0289,-1.416,0.8543,2.4871,3.4281,1.7748,0.7431,1.951,-1.578
2.1309,0.9043,-1.1987,-0.3177,0.9553,0.792,0.8095,-0.2888,0.02,-1.6429,1.6706,-1.6511,1.1985,0.9822,1.9489,-1.8868,-1.0241,0.9226,-1.278,-2.7055,-1.2027,0.7015,-0.6851,-0.5166,-1.3657,-1.5077,-1.3194,-2.047,0.2723,0.1336,-0.6462,-1.0701,-0.2289,-0.2146,0.3458,0.5912,2.2614,0.9834,0.708,-1.1294,-2.4897,-2.6325,1.8072,1.1048,0.344,-1.0222,0.1795,0.3221,1.4181,-1.7617,0.1755,2.0235,2.5005,1.3066,0.7369,1.6138,-1.912
2.436,1.4406,-1.0224,0.7467,1.0346,0.9366,1.4625,-0.3404,0.2067,-1.3247,2.0702,-1.6612,1.4634,1.1899,2.0174,-1.5384,-0.0696,1.7759,-1.2093,-1.6051,-0.2106,1.5321,-0.9751,-0.4939,-1.7765,-1.5759,-1.4162,-1.8814,0.0785,-0.2586,-0.6216,-0.5681,0.4987,0.1924,0.9751,1.5158,2.6718,1.1342,1.3227,-0.9799,-1.3359,-1.507,2.3897,1.5618,1.4932,-0.3686,0.1466,0.2646,2.4775,-1.3816,0.448,1.9929,4.1823,1.8496,0.7555,1.9895,-1.7862
2.0509,0.7753,-1.8632,0.0199,1.133,0.1426,0.3805,-0.8116,-0.8657,-1.9166,1.3608,-1.9585,1.0021,1.1279,1.9645,-1.9853,-0.8436,0.9879,-1.5694,-2.6212,-1.3571,0.6629,-1.1255,-0.8802,-1.8946,-1.7165,-1.4791,-1.9741,-0.1025,-0.3681,-0.7069,-0.8967,0.3432,-0.272,0.2261,0.6854,2.3221,0.9901,0.5908,-1.4961,-2.6091,-2.3406,1.7223,0.9067,0.4029,-1.34,-0.1844,0.0297,1.1181,-1.7426,-0.0284,1.5849,2.2591,1.128,0.4,1.398,-2.2031
2.5768,1.4174,-0.941,0.4442,1.3052,0.798,0.9175,-0.2676,0.1091,-1.8449,2.1219,-1.5977,1.3185,0.9,2.1379,-2.2219,-0.0907,1.6479,-1.1929,-2.0435,-0.3144,1.6712,-1.2367,-0.7369,-2.2504,-1.5452,-1.3883,-1.9625,-0.2018,-0.8557,-0.6556,-0.7972,0.0587,-0.228,-0.2721,-0.2849,1.7057,0.3735,0.4868,-1.6451,-2.7002,-3.8265,1.629,1.0289,0.4217,-1.3523,-0.1166,0.1336,1.2017,-1.6613,-0.0798,1.6536,2.604,1.4615,0.3923,1.4912,-2.2657
2.7243,1.6138,-1.1022,0.0394,0.576,0.6076,0.7325,-0.6208,-0.0937,-1.8575,1.5468,-1.7575,1.1901,1.0605,2.079,-1.6515,-0.4007,1.7685,-0.2115,-1.3909,-0.2346,1.3697,-0.8909,-0.6441,-1.6358,-1.6195,-1.4091,-1.8997,-0.0568,-0.0634,-0.1996,-0.7972,0.4044,-0.1917,0.0672,0.3224,1.8573,0.297,0.5508,-1.387,-2.7554,-3.2938,1.6571,0.6594,0.3966,-1.8886,0.219,0.4684,1.7718,-1.6477,0.3348,2.0671,2.7873,1.2595,0.7555,1.9545,-2.0443
3.2742,2.2838,-0.4511,0.9653,2.4935,0.2559,0.7818,-0.9329,-0.749,-1.5702,2.2188,-1.9056,1.3168,1.1253,2.1028,-1.8026,-0.2513,1.7948,-1.1419,-1.7453,-0.4106,1.7485,-1.2744,-0.9282,-1.9562,-1.575,-1.1413,-1.8323,0.4015,-0.0151,-0.1397,-0.4848,1.165,-0.0202,0.3259,0.4905,2.0322,0.6426,0.9278,-1.4477,-2.9441,-2.724,1.9622,1.3282,0.907,-0.5055,0.3337,0.8605,2.8833,-1.5346,0.3422,2.3784,3.7232,1.9138,1.0233,2.115,-2.0427
3.0657,2.2275,-0.3548,1.3749,2.1963,0.0873,0.3805,-0.8737,-0.8773,-2.123,1.3434,-2.1144,1.0731,1.1253,1.6725,-1.8026,-0.3359,1.5625,-0.9871,-1.7069,-0.4199,1.237,-1.1939,-0.9105,-1.9996,-1.6017,-1.2588,-1.8385,0.6342,0.807,0.3443,-0.4114,1.3499,-0.1372,0.7923,1.1111,2.1955,0.5543,1.0691,-1.0416,-2.5126,-2.5236,2.0792,1.1442,0.9342,-1.3945,0.2112,0.6428,2.3447,-1.4941,0.2815,2.1423,3.398,1.5952,0.6735,1.9143,-2.0411
2.2737,1.3464,-2.6061,0.459,0.1773,0.3136,0.5784,-1.045,-0.1008,-2.0019,0.8363,-2.215,0.9355,1.249,1.8086,-2.8366,-0.5131,1.6115,-1.9418,-1.8781,-0.8916,0.6906,-0.77,-0.8081,-1.5725,-1.6864,-1.4791,-1.8222,0.1728,0.3931,0.1713,-0.736,0.8715,-0.6384,-0.1542,0.6583,1.7381,0.4563,0.3672,-2.3881,-3.6204,-3.2018,1.6068,0.1942,-0.0816,-2.5011,0.2784,0.1786,2.042,-1.6705,0.1582,1.5266,2.7893,0.8437,0.4152,1.7423,-2.1629
